turn,condition,treatment,treatment_label,transfer,return,default_transfer,default_return,earnings_transferrer,earnings_returner,total_earnings_transferrer,total_earnings_returner,link_condition,info_condition,total_time_transferrer,total_time_returner,workerId_transferrer,workerId_returner,machiv_transferrer,machiv_returner,age_transferrer,age_returner,pretest_tries_transferrer,pretest_tries_returner,prev_exp_transferrer,prev_exp_returner,clarity_transferrer,clarity_returner,tech_difficulties_transferrer,tech_difficulties_returner,educ_transferrer,educ_returner,gender_transferrer,gender_returner,lagged_transfer,lagged_avg_return,relationship,crelationship,conditionid
3,0,33,C,0,0,True,True,20,0,1085,903,control,local,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,17,1093,1160,34
3,0,33,C,0,0,True,False,20,0,1085,1107,control,local,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,17,1094,1161,34
4,0,33,C,5,8,False,False,10,7,903,1085,control,local,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,0,0,1092,1159,34
4,0,33,C,5,10,False,False,10,5,903,1107,control,local,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,0,0,1091,1158,34
5,0,33,C,10,10,False,False,0,20,1107,1085,control,local,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,5,9,1095,1162,34
5,0,33,C,10,15,False,False,0,15,1107,903,control,local,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,5,9,1090,1157,34
6,0,33,C,10,15,False,False,0,15,1085,903,control,local,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,12,1093,1160,34
6,0,33,C,10,15,False,False,0,15,1085,1107,control,local,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,12,1094,1161,34
7,0,33,C,5,0,False,True,10,15,903,1085,control,local,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,10,15,1092,1159,34
7,0,33,C,5,10,False,False,10,5,903,1107,control,local,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,10,15,1091,1158,34
8,0,33,C,10,0,False,True,0,30,1107,1085,control,local,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,5,5,1095,1162,34
8,0,33,C,10,15,False,False,0,15,1107,903,control,local,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,5,5,1090,1157,34
9,0,33,C,10,15,False,False,0,15,1085,903,control,local,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,7,1093,1160,34
9,0,33,C,10,15,False,False,0,15,1085,1107,control,local,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,7,1094,1161,34
10,0,33,C,10,20,False,False,0,10,903,1085,control,local,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,10,15,1092,1159,34
10,0,33,C,10,15,False,True,0,30,903,1107,control,local,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,10,15,1091,1158,34
11,0,33,C,10,15,False,True,0,15,1107,1085,control,local,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,17,1095,1162,34
11,0,33,C,10,15,False,False,0,15,1107,903,control,local,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,17,1090,1157,34
12,0,33,C,0,0,True,False,20,0,1085,903,control,local,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,15,1093,1160,34
12,0,33,C,0,0,True,False,20,0,1085,1107,control,local,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,15,1094,1161,34
13,0,33,C,10,20,False,False,0,10,903,1085,control,local,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,0,0,1092,1159,34
13,0,33,C,10,15,False,True,0,30,903,1107,control,local,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,0,0,1091,1158,34
14,0,33,C,10,15,False,True,0,15,1107,1085,control,local,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,17,1095,1162,34
14,0,33,C,10,20,False,False,0,10,1107,903,control,local,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,17,1090,1157,34
15,0,33,C,0,0,True,False,20,0,1085,903,control,local,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,17,1093,1160,34
15,0,33,C,0,0,True,False,20,0,1085,1107,control,local,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,17,1094,1161,34
16,0,33,C,10,15,False,True,0,15,903,1085,control,local,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,0,0,1092,1159,34
16,0,33,C,10,15,False,False,0,15,903,1107,control,local,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,0,0,1091,1158,34
17,0,33,C,10,15,False,True,0,15,1107,1085,control,local,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,15,1095,1162,34
17,0,33,C,10,20,False,False,0,10,1107,903,control,local,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,15,1090,1157,34
18,0,33,C,0,0,True,False,20,0,1085,903,control,local,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,17,1093,1160,34
18,0,33,C,0,0,True,False,20,0,1085,1107,control,local,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,17,1094,1161,34
19,0,33,C,10,15,True,True,0,15,903,1085,control,local,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,0,0,1092,1159,34
19,0,33,C,10,20,True,False,0,10,903,1107,control,local,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,0,0,1091,1158,34
20,0,33,C,10,15,False,True,0,15,1107,1085,control,local,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,17,1095,1162,34
20,0,33,C,10,15,False,False,0,15,1107,903,control,local,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,17,1090,1157,34
21,0,33,C,0,0,True,False,20,0,1085,903,control,local,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,15,1093,1160,34
21,0,33,C,0,0,True,False,20,0,1085,1107,control,local,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,15,1094,1161,34
22,0,33,C,0,0,False,True,10,0,903,1085,control,local,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,0,0,1092,1159,34
22,0,33,C,10,15,False,False,10,15,903,1107,control,local,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,0,0,1091,1158,34
23,0,33,C,0,0,False,True,10,0,1107,1085,control,local,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,7,1095,1162,34
23,0,33,C,10,20,False,False,10,10,1107,903,control,local,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,7,1090,1157,34
24,0,33,C,10,20,False,False,0,10,1085,903,control,local,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,0,10,1093,1160,34
24,0,33,C,10,15,False,False,0,15,1085,1107,control,local,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,0,10,1094,1161,34
25,0,33,C,10,15,False,True,0,15,903,1085,control,local,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,10,17,1092,1159,34
25,0,33,C,10,20,False,False,0,10,903,1107,control,local,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,10,17,1091,1158,34
26,0,33,C,10,15,False,True,0,15,1107,1085,control,local,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,17,1095,1162,34
26,0,33,C,10,15,False,False,0,15,1107,903,control,local,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,17,1090,1157,34
27,0,33,C,0,0,True,False,20,0,1085,903,control,local,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,15,1093,1160,34
27,0,33,C,0,0,True,False,20,0,1085,1107,control,local,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,15,1094,1161,34
28,0,33,C,10,30,True,False,0,0,903,1085,control,local,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,0,0,1092,1159,34
28,0,33,C,10,15,True,False,0,15,903,1107,control,local,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,0,0,1091,1158,34
29,0,33,C,10,15,False,True,0,15,1107,1085,control,local,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,22,1095,1162,34
29,0,33,C,10,20,False,False,0,10,1107,903,control,local,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,22,1090,1157,34
0,1,33,C,10,0,False,True,0,30,903,1085,unrestricted,global,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,,,1092,1228,35
0,1,33,C,10,0,False,True,0,30,903,1107,unrestricted,global,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,,,1091,1227,35
1,1,33,C,0,0,True,False,20,0,1085,903,unrestricted,global,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,0,1093,1229,35
1,1,33,C,0,0,True,True,20,0,1085,1107,unrestricted,global,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,0,1094,1230,35
2,1,33,C,0,0,True,False,20,0,1107,903,unrestricted,global,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,0,0,1090,1226,35
2,1,33,C,0,0,True,True,20,0,1107,1085,unrestricted,global,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,0,0,1095,1231,35
3,1,33,C,1,0,False,True,18,3,903,1085,unrestricted,global,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,0,0,1092,1228,35
3,1,33,C,1,3,False,False,18,0,903,1107,unrestricted,global,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,0,0,1091,1227,35
4,1,33,C,0,0,True,False,20,0,1085,903,unrestricted,global,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,1,1,1093,1229,35
4,1,33,C,0,0,True,False,20,0,1085,1107,unrestricted,global,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,1,1,1094,1230,35
5,1,33,C,10,15,False,False,0,15,1107,903,unrestricted,global,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,0,0,1090,1226,35
5,1,33,C,10,0,False,True,0,30,1107,1085,unrestricted,global,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,0,0,1095,1231,35
6,1,33,C,10,0,False,True,0,30,903,1085,unrestricted,global,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,10,7,1092,1228,35
6,1,33,C,10,15,False,True,0,30,903,1107,unrestricted,global,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,10,7,1091,1227,35
7,1,33,C,0,0,True,False,20,0,1085,903,unrestricted,global,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,7,1093,1229,35
7,1,33,C,0,0,True,False,20,0,1085,1107,unrestricted,global,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,7,1094,1230,35
8,1,33,C,20,0,False,True,0,60,1107,903,unrestricted,global,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,0,0,1090,1226,35
8,1,33,C,0,0,False,True,0,0,1107,1085,unrestricted,global,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,0,0,1095,1231,35
9,1,33,C,10,30,True,False,0,0,903,1085,unrestricted,global,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,20,0,1092,1228,35
9,1,33,C,10,15,True,False,0,15,903,1107,unrestricted,global,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,20,0,1091,1227,35
10,1,33,C,10,15,False,False,0,15,1085,903,unrestricted,global,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,22,1093,1229,35
10,1,33,C,10,15,False,False,0,15,1085,1107,unrestricted,global,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,22,1094,1230,35
11,1,33,C,10,15,False,False,0,15,1107,903,unrestricted,global,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,15,1090,1226,35
11,1,33,C,10,30,False,False,0,0,1107,1085,unrestricted,global,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,15,1095,1231,35
12,1,33,C,10,30,False,False,0,0,903,1085,unrestricted,global,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,10,22,1092,1228,35
12,1,33,C,10,15,False,False,0,15,903,1107,unrestricted,global,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,10,22,1091,1227,35
13,1,33,C,10,15,False,False,0,15,1085,903,unrestricted,global,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,22,1093,1229,35
13,1,33,C,10,15,False,False,0,15,1085,1107,unrestricted,global,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,22,1094,1230,35
14,1,33,C,10,15,False,False,0,15,1107,903,unrestricted,global,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,15,1090,1226,35
14,1,33,C,10,30,False,False,0,0,1107,1085,unrestricted,global,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,15,1095,1231,35
15,1,33,C,10,30,False,False,0,0,903,1085,unrestricted,global,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,10,22,1092,1228,35
15,1,33,C,10,15,False,False,0,15,903,1107,unrestricted,global,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,10,22,1091,1227,35
16,1,33,C,10,15,False,False,0,15,1085,903,unrestricted,global,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,22,1093,1229,35
16,1,33,C,10,15,False,False,0,15,1085,1107,unrestricted,global,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,22,1094,1230,35
17,1,33,C,10,15,False,False,0,15,1107,903,unrestricted,global,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,15,1090,1226,35
17,1,33,C,10,30,False,False,0,0,1107,1085,unrestricted,global,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,15,1095,1231,35
18,1,33,C,10,0,False,True,0,30,903,1085,unrestricted,global,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,10,22,1092,1228,35
18,1,33,C,10,15,False,False,0,15,903,1107,unrestricted,global,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,10,22,1091,1227,35
19,1,33,C,10,15,False,False,0,15,1085,903,unrestricted,global,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,7,1093,1229,35
19,1,33,C,10,15,False,False,0,15,1085,1107,unrestricted,global,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,7,1094,1230,35
20,1,33,C,10,15,False,False,0,15,1107,903,unrestricted,global,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,15,1090,1226,35
20,1,33,C,10,30,False,False,0,0,1107,1085,unrestricted,global,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,15,1095,1231,35
21,1,33,C,10,0,False,True,0,30,903,1085,unrestricted,global,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,10,22,1092,1228,35
21,1,33,C,10,15,False,True,0,15,903,1107,unrestricted,global,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,10,22,1091,1227,35
22,1,33,C,10,15,False,False,0,15,1085,903,unrestricted,global,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,7,1093,1229,35
22,1,33,C,10,15,False,True,0,15,1085,1107,unrestricted,global,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,7,1094,1230,35
23,1,33,C,10,15,True,False,0,15,1107,903,unrestricted,global,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,15,1090,1226,35
23,1,33,C,10,30,True,False,0,0,1107,1085,unrestricted,global,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,15,1095,1231,35
24,1,33,C,10,30,False,False,0,0,903,1085,unrestricted,global,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,10,22,1092,1228,35
24,1,33,C,10,15,False,True,0,15,903,1107,unrestricted,global,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,10,22,1091,1227,35
25,1,33,C,10,15,False,False,0,15,1085,903,unrestricted,global,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,22,1093,1229,35
25,1,33,C,10,15,False,True,0,15,1085,1107,unrestricted,global,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,22,1094,1230,35
26,1,33,C,10,15,True,False,0,15,1107,903,unrestricted,global,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,15,1090,1226,35
26,1,33,C,10,15,True,False,0,15,1107,1085,unrestricted,global,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,15,1095,1231,35
27,1,33,C,10,15,False,False,0,15,903,1085,unrestricted,global,4415.0,3979.0,A3RYH6OUH7BJ4Z,A1NGAESCW92W4O,97,111,,,1,1,20+,None,n,y,5,2,16,13,m,m,10,15,1092,1228,35
27,1,33,C,10,15,False,True,0,15,903,1107,unrestricted,global,4415.0,,A3RYH6OUH7BJ4Z,A1NF6PELRKACS9,97,,,,1,1,20+,,n,,5,,16,,m,,10,15,1091,1227,35
28,1,33,C,10,15,False,False,0,15,1085,903,unrestricted,global,3979.0,4415.0,A1NGAESCW92W4O,A3RYH6OUH7BJ4Z,111,97,,,1,1,None,20+,y,n,2,5,13,16,m,m,10,15,1093,1229,35
28,1,33,C,10,15,False,True,0,15,1085,1107,unrestricted,global,3979.0,,A1NGAESCW92W4O,A1NF6PELRKACS9,111,,,,1,1,None,,y,,2,,13,,m,,10,15,1094,1230,35
29,1,33,C,10,15,True,False,0,15,1107,903,unrestricted,global,,4415.0,A1NF6PELRKACS9,A3RYH6OUH7BJ4Z,,97,,,1,1,,20+,,n,,5,,16,,m,10,15,1090,1226,35
29,1,33,C,10,15,True,False,0,15,1107,1085,unrestricted,global,,3979.0,A1NF6PELRKACS9,A1NGAESCW92W4O,,111,,,1,1,,None,,y,,2,,13,,m,10,15,1095,1231,35
0,0,37,C,10,10,False,False,0,20,1097,913,control,local,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,,,1374,1526,39
0,0,37,C,10,0,False,True,0,55,1097,910,control,local,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,,,1373,1525,39
1,0,37,C,10,0,False,True,0,30,913,1097,control,local,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,10,5,1375,1527,39
1,0,37,C,10,3,False,False,0,27,913,910,control,local,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,10,5,1370,1522,39
2,0,37,C,5,0,False,False,10,15,910,1097,control,local,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,10,1,1372,1524,39
2,0,37,C,5,5,False,False,10,10,910,913,control,local,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,10,1,1371,1523,39
3,0,37,C,0,0,True,False,20,0,1097,913,control,local,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,5,2,1374,1526,39
3,0,37,C,0,0,True,False,20,0,1097,910,control,local,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,5,2,1373,1525,39
4,0,37,C,0,0,False,True,10,0,913,1097,control,local,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,0,0,1375,1527,39
4,0,37,C,10,0,False,True,10,58,913,910,control,local,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,0,0,1370,1522,39
5,0,37,C,5,5,False,False,10,10,910,1097,control,local,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,10,0,1372,1524,39
5,0,37,C,5,5,False,False,10,10,910,913,control,local,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,10,0,1371,1523,39
6,0,37,C,10,15,False,False,0,15,1097,913,control,local,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,5,5,1374,1526,39
6,0,37,C,10,5,False,False,0,25,1097,910,control,local,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,5,5,1373,1525,39
